first_name,last_name,emp_no,birth_date,from_date,to_date,title
Chenyi,Demian,428235,1965-01-17,1991-08-29,2000-03-18,Senior Engineer
Chenyi,Demian,428235,1965-01-17,1988-06-29,1991-08-29,Senior Engineer
Nimmagadda,Kusakari,428294,1965-01-13,1994-01-23,1998-05-14,Engineer
Nimmagadda,Kusakari,428294,1965-01-13,1992-09-29,1994-01-23,Engineer
Theron,Billawala,428917,1965-01-23,1989-02-17,9999-01-01,Assistant Engineer
Theron,Billawala,428917,1965-01-23,1989-02-17,9999-01-01,Engineer
Theron,Billawala,428917,1965-01-23,1989-02-17,9999-01-01,Senior Engineer
Bader,Detkin,429040,1965-01-22,1993-10-24,1999-07-31,Staff
Hugh,Senzako,429087,1965-01-27,1992-10-15,9999-01-01,Technique Leader
Kazuyasu,Schmiedel,429231,1965-01-09,1985-09-07,9999-01-01,Senior Staff
Kazuyasu,Schmiedel,429231,1965-01-09,1985-09-07,9999-01-01,Staff
Mona,Luck,429238,1965-01-29,1989-05-11,9999-01-01,Senior Staff
Alassane,Wolniewicz,429249,1965-01-28,1986-10-06,1993-11-09,Engineer
Alassane,Wolniewicz,429249,1965-01-28,1986-10-06,1993-11-09,Senior Engineer
Alassane,Wolniewicz,429249,1965-01-28,1993-11-09,9999-01-01,Engineer
Alassane,Wolniewicz,429249,1965-01-28,1993-11-09,9999-01-01,Senior Engineer
Seshu,Hiraishi,429316,1965-01-08,1994-08-10,9999-01-01,Senior Staff
Seshu,Hiraishi,429316,1965-01-08,1994-08-10,9999-01-01,Staff
Limsoon,Roohalamini,429381,1965-01-06,1986-11-26,9999-01-01,Senior Staff
Limsoon,Roohalamini,429381,1965-01-06,1986-11-26,9999-01-01,Staff
Adas,Chinen,429419,1965-01-13,1993-01-04,2002-05-15,Senior Staff
Adas,Chinen,429419,1965-01-13,1993-01-04,2002-05-15,Staff
Subhada,Emmerich,429481,1965-01-09,1996-03-06,9999-01-01,Engineer
Yongqiao,Francisci,429520,1965-01-06,1999-12-01,9999-01-01,Engineer
Bartek,Vendrig,429532,1965-01-25,1991-11-12,1992-06-06,Senior Staff
Bartek,Vendrig,429532,1965-01-25,1991-11-12,1992-06-06,Staff
Bartek,Vendrig,429532,1965-01-25,1992-06-06,9999-01-01,Senior Staff
Bartek,Vendrig,429532,1965-01-25,1992-06-06,9999-01-01,Staff
Tadanori,Fujisawa,429553,1965-01-12,1999-08-07,2000-07-04,Technique Leader
Fumiya,Chappelet,429569,1965-01-03,1992-09-03,9999-01-01,Assistant Engineer
Fumiya,Chappelet,429569,1965-01-03,1992-09-03,9999-01-01,Engineer
Ung,Honglei,429703,1965-01-06,1986-09-02,9999-01-01,Senior Staff
Ung,Honglei,429703,1965-01-06,1986-09-02,9999-01-01,Staff
Jiann,Hofmeyr,429756,1965-01-06,1992-02-03,1997-10-23,Staff
Ranan,Marsiglia,429899,1965-01-30,1999-08-13,9999-01-01,Staff
Renny,Gladwell,429954,1965-01-26,1999-02-27,9999-01-01,Staff
Erzsebet,Setiz,430054,1965-01-22,1993-06-10,9999-01-01,Engineer
Erzsebet,Setiz,430054,1965-01-22,1993-06-10,9999-01-01,Senior Engineer
Xiong,Roisin,430558,1965-01-07,1988-03-01,9999-01-01,Engineer
Xiong,Roisin,430558,1965-01-07,1988-03-01,9999-01-01,Senior Engineer
Janalee,Lanzelotte,430593,1965-01-19,1997-12-01,9999-01-01,Senior Staff
Kersti,Marsiglia,430631,1965-01-17,1994-02-19,9999-01-01,Engineer
Khalil,Gien,430891,1965-01-06,1991-08-06,9999-01-01,Senior Engineer
Amabile,Koyama,430981,1965-01-24,1985-07-25,1993-05-14,Senior Staff
Amabile,Koyama,430981,1965-01-24,1985-07-25,1993-05-14,Staff
Bedir,Reeken,431353,1965-01-22,1991-02-17,1998-10-25,Senior Staff
Masamitsu,Back,431576,1965-01-06,1987-03-25,1993-04-12,Senior Staff
Masamitsu,Back,431576,1965-01-06,1987-03-25,1993-04-12,Staff
Masamitsu,Back,431576,1965-01-06,1993-04-12,9999-01-01,Senior Staff
Masamitsu,Back,431576,1965-01-06,1993-04-12,9999-01-01,Staff
Visit,Thiran,431657,1965-01-31,1986-11-14,9999-01-01,Engineer
Visit,Thiran,431657,1965-01-31,1986-11-14,9999-01-01,Senior Engineer
Alassane,Ramsay,431759,1965-02-01,1987-11-21,1989-04-12,Engineer
Alassane,Ramsay,431759,1965-02-01,1987-11-05,1987-11-21,Engineer
Hideo,Varman,431882,1965-01-21,1997-06-19,9999-01-01,Engineer
Poorav,Ranst,431887,1965-01-05,1996-06-01,9999-01-01,Senior Engineer
Adamantios,Matzat,432031,1965-01-11,1987-03-01,9999-01-01,Senior Staff
Adamantios,Matzat,432031,1965-01-11,1987-03-01,9999-01-01,Staff
Arfst,Uehara,432034,1965-01-24,1994-07-10,9999-01-01,Senior Staff
Arfst,Uehara,432034,1965-01-24,1993-11-15,1994-07-10,Senior Staff
Irena,Gulla,432089,1965-01-17,1989-12-30,2002-01-11,Senior Engineer
Alair,Straney,432121,1965-01-06,1986-11-15,9999-01-01,Senior Staff
Alair,Straney,432121,1965-01-06,1986-11-15,9999-01-01,Staff
Kwangjo,Hiltgen,432257,1965-01-20,1998-12-22,9999-01-01,Engineer
Arve,Bergere,432261,1965-01-30,1987-07-28,9999-01-01,Engineer
Arve,Bergere,432261,1965-01-30,1987-07-28,9999-01-01,Senior Engineer
Nitsan,Nollmann,432399,1965-01-19,1990-09-10,1993-09-29,Engineer
Nitsan,Nollmann,432399,1965-01-19,1990-09-10,1993-09-29,Senior Engineer
Nitsan,Nollmann,432399,1965-01-19,1993-09-29,9999-01-01,Engineer
Nitsan,Nollmann,432399,1965-01-19,1993-09-29,9999-01-01,Senior Engineer
Takahiro,Maquelin,432523,1965-01-21,1997-07-21,9999-01-01,Engineer
Flemming,Driscoll,432665,1965-01-02,1994-05-28,9999-01-01,Engineer
Flemming,Driscoll,432665,1965-01-02,1994-05-28,9999-01-01,Senior Engineer
Flemming,Driscoll,432665,1965-01-02,1991-06-28,1994-05-28,Engineer
Flemming,Driscoll,432665,1965-01-02,1991-06-28,1994-05-28,Senior Engineer
Toshiko,Ibel,432787,1965-01-16,1996-11-23,9999-01-01,Senior Engineer
Nalini,Perly,432890,1965-01-24,1999-03-07,2001-01-15,Senior Engineer
Qunsheng,Birrer,432956,1965-01-25,1986-05-13,9999-01-01,Senior Staff
Qunsheng,Birrer,432956,1965-01-25,1986-05-13,9999-01-01,Staff
Bojan,Montresor,433059,1965-01-02,1995-02-04,9999-01-01,Staff
Tomofumi,Serna,433157,1965-01-16,1999-10-23,9999-01-01,Staff
Make,Olivero,433260,1965-02-01,1991-06-01,9999-01-01,Assistant Engineer
Make,Olivero,433260,1965-02-01,1991-06-01,9999-01-01,Engineer
Keiichiro,Miyakawa,433438,1965-01-06,1993-09-12,9999-01-01,Senior Staff
Keiichiro,Miyakawa,433438,1965-01-06,1993-09-12,9999-01-01,Staff
Wonhee,Benveniste,433465,1965-01-12,1985-12-21,1987-03-23,Senior Staff
Monique,Baer,433640,1965-01-12,1987-12-12,1996-02-13,Senior Staff
Greger,Babb,434384,1965-01-28,1995-11-06,1998-06-13,Senior Staff
Greger,Babb,434384,1965-01-28,1998-06-13,2002-01-18,Senior Staff
Takushi,Skogmar,434845,1965-01-11,1985-06-07,9999-01-01,Senior Staff
Takushi,Skogmar,434845,1965-01-11,1985-06-07,9999-01-01,Staff
Sahrah,Rosis,434936,1965-01-15,1994-06-24,9999-01-01,Engineer
Sahrah,Rosis,434936,1965-01-15,1994-06-24,9999-01-01,Senior Engineer
Shim,Versino,435026,1965-01-14,1986-08-20,1996-12-17,Senior Engineer
Shim,Versino,435026,1965-01-14,1996-12-17,1997-11-20,Senior Engineer
Brigham,Borstler,435042,1965-01-10,1995-10-09,9999-01-01,Staff
Moie,Lieblein,435060,1965-01-16,1996-07-12,9999-01-01,Staff
Kazuhide,Fiutem,435181,1965-01-16,1992-05-10,9999-01-01,Senior Staff
Kazuhide,Fiutem,435181,1965-01-16,1992-05-10,9999-01-01,Staff
Yinghua,Panwar,435226,1965-01-12,1994-06-11,1996-02-26,Senior Staff
Feixiong,Schurmann,435289,1965-01-04,1987-02-15,9999-01-01,Senior Staff
Feixiong,Schurmann,435289,1965-01-04,1987-02-15,9999-01-01,Staff
Berthier,Pramanik,435305,1965-01-21,1993-01-23,9999-01-01,Senior Staff
Berthier,Pramanik,435305,1965-01-21,1993-01-23,9999-01-01,Staff
Jaques,Standera,435357,1965-01-29,1997-10-02,1998-03-11,Engineer
Conal,Basart,435370,1965-01-16,1991-05-17,9999-01-01,Senior Staff
Genta,Pepe,435588,1965-01-29,1994-04-12,9999-01-01,Senior Staff
Genta,Pepe,435588,1965-01-29,1994-04-12,9999-01-01,Staff
Dietrich,Kranzdorf,435602,1965-01-29,1992-10-04,9999-01-01,Senior Staff
Dietrich,Kranzdorf,435602,1965-01-29,1992-10-04,9999-01-01,Staff
Sham,Chiodo,435664,1965-01-02,1997-07-28,2000-06-16,Senior Engineer
Olivera,Bharadwaj,435774,1965-01-09,1992-04-01,9999-01-01,Senior Staff
Olivera,Bharadwaj,435774,1965-01-09,1992-04-01,9999-01-01,Staff
Hercules,Speer,435791,1965-01-07,1994-03-07,9999-01-01,Engineer
Hercules,Speer,435791,1965-01-07,1994-03-07,9999-01-01,Senior Engineer
Subir,Greibach,436558,1965-01-08,1992-05-24,9999-01-01,Senior Engineer
Ohad,Henders,436797,1965-01-24,1990-11-03,9999-01-01,Senior Staff
Ohad,Henders,436797,1965-01-24,1990-11-03,9999-01-01,Staff
Wojceich,Limongiello,436827,1965-01-30,1988-03-10,9999-01-01,Senior Staff
Feixiong,Haraldson,436915,1965-01-13,1998-10-11,9999-01-01,Staff
Dines,DeMori,437276,1965-01-17,1987-12-07,9999-01-01,Senior Staff
Dines,DeMori,437276,1965-01-17,1987-12-07,9999-01-01,Staff
Kazuhide,Biran,437369,1965-02-01,1995-01-25,9999-01-01,Senior Staff
Sumant,Thambidurai,437395,1965-01-21,1996-08-24,9999-01-01,Senior Staff
Sumant,Thambidurai,437395,1965-01-21,1996-08-24,9999-01-01,Staff
Sumant,Thambidurai,437395,1965-01-21,1994-01-02,1996-08-24,Senior Staff
Sumant,Thambidurai,437395,1965-01-21,1994-01-02,1996-08-24,Staff
Kerhong,Lorho,437870,1965-01-07,2001-03-17,9999-01-01,Staff
Kerhong,Lorho,437870,1965-01-07,1995-06-18,2001-03-17,Staff
Lena,Giaccio,438038,1965-01-01,2001-10-03,9999-01-01,Senior Staff
Lena,Giaccio,438038,1965-01-01,1999-03-17,2001-10-03,Senior Staff
Shaw,Varman,438158,1965-01-19,1994-12-16,1999-05-13,Senior Engineer
Rasikan,Barreiro,438264,1965-01-19,1991-09-27,9999-01-01,Senior Staff
Rasikan,Barreiro,438264,1965-01-19,1991-09-27,9999-01-01,Staff
Lidong,Swist,438557,1965-01-30,1999-09-16,9999-01-01,Engineer
Charlene,Verspoor,438723,1965-01-12,1992-03-16,2001-11-13,Assistant Engineer
Charlene,Verspoor,438723,1965-01-12,1992-03-16,2001-11-13,Engineer
Mari,Plessier,439377,1965-01-28,1997-07-04,9999-01-01,Senior Engineer
Erez,Luft,437724,1965-01-17,1994-12-14,9999-01-01,Staff
Kousuke,Levasseur,439905,1965-01-03,1990-03-16,9999-01-01,Senior Staff
Kousuke,Levasseur,439905,1965-01-03,1990-03-16,9999-01-01,Staff
Gunilla,Kisuki,439924,1965-01-30,1994-08-14,9999-01-01,Senior Staff
Gunilla,Kisuki,439924,1965-01-30,1994-08-14,9999-01-01,Staff
Sandeepan,Rosti,440435,1965-01-03,1991-11-26,9999-01-01,Senior Engineer
Tzvetan,Scharstein,440450,1965-01-16,1994-06-16,9999-01-01,Senior Staff
Douadi,Sullins,440325,1965-01-10,1999-09-25,9999-01-01,Senior Staff
Tzvetan,Scharstein,440450,1965-01-16,1994-06-16,9999-01-01,Staff
Snehasis,Kalsbeek,440642,1965-01-14,1988-01-06,9999-01-01,Senior Staff
Snehasis,Kalsbeek,440642,1965-01-14,1988-01-06,9999-01-01,Staff
Fabrizio,Usery,440937,1965-01-18,1992-10-13,9999-01-01,Senior Staff
Fabrizio,Usery,440937,1965-01-18,1992-10-13,9999-01-01,Staff
Manton,Schapiro,440997,1965-01-01,1991-03-26,2001-01-31,Senior Staff
Filipp,Hasham,440870,1965-01-01,1990-07-11,1996-10-14,Senior Staff
Filipp,Hasham,440870,1965-01-01,1990-07-11,1996-10-14,Staff
Filipp,Hasham,440870,1965-01-01,1996-10-14,9999-01-01,Senior Staff
Filipp,Hasham,440870,1965-01-01,1996-10-14,9999-01-01,Staff
Miquel,Legleitner,441197,1965-01-18,1985-06-28,9999-01-01,Senior Staff
Miquel,Legleitner,441197,1965-01-18,1985-06-28,9999-01-01,Staff
Aimee,Billawala,441651,1965-01-07,1989-02-20,1995-08-24,Engineer
Ravishankar,Baig,442002,1965-01-03,1992-03-17,9999-01-01,Senior Staff
Chinho,Collette,441536,1965-01-10,1995-10-09,9999-01-01,Senior Engineer
Chinho,Collette,441536,1965-01-10,1990-08-07,1995-10-09,Senior Engineer
Ravishankar,Baig,442002,1965-01-03,1992-03-17,9999-01-01,Staff
Martijn,DiGiano,442096,1965-01-15,1990-06-15,9999-01-01,Senior Engineer
Leszek,Marchegay,441954,1965-01-03,1999-06-13,9999-01-01,Engineer
Navid,Luke,442490,1965-01-08,1994-10-17,9999-01-01,Engineer
Claudi,Heijenga,441965,1965-01-12,1988-08-30,9999-01-01,Senior Staff
Claudi,Heijenga,441965,1965-01-12,1988-08-30,9999-01-01,Staff
Mona,Hebden,442653,1965-01-04,1995-10-20,9999-01-01,Engineer
Zengping,Cusworth,442312,1965-01-05,1991-06-07,9999-01-01,Engineer
Zengping,Cusworth,442312,1965-01-05,1991-06-07,9999-01-01,Senior Engineer
Siddarth,Masada,442700,1965-01-06,1997-08-11,9999-01-01,Staff
Terresa,Milicia,442704,1965-01-07,1995-07-26,1997-11-21,Engineer
Terresa,Milicia,442704,1965-01-07,1993-05-24,1995-07-26,Engineer
Christfried,Atrawala,443108,1965-01-14,1990-07-13,1998-11-29,Senior Staff
Aksel,Gire,442898,1965-01-07,1999-06-27,9999-01-01,Engineer
Christfried,Atrawala,443108,1965-01-14,1998-11-29,9999-01-01,Senior Staff
Shir,Krone,443339,1965-01-04,1996-10-02,1998-09-07,Staff
Bernd,Conia,443632,1965-01-10,1999-11-25,2002-04-25,Staff
Marke,Klerer,443485,1965-01-23,1990-04-14,9999-01-01,Senior Staff
Heping,Skrikant,444070,1965-01-15,1990-11-27,9999-01-01,Senior Staff
Shaw,Kading,443841,1965-01-08,1992-07-16,9999-01-01,Senior Staff
Heping,Skrikant,444070,1965-01-15,1990-11-27,9999-01-01,Staff
Shaw,Kading,443841,1965-01-08,1992-07-16,9999-01-01,Staff
Vatsa,Ramsay,443873,1965-01-20,1994-02-04,2000-06-16,Senior Staff
Vatsa,Ramsay,443873,1965-01-20,1994-02-04,2000-06-16,Staff
Vatsa,Ramsay,443873,1965-01-20,2000-06-16,9999-01-01,Senior Staff
Vatsa,Ramsay,443873,1965-01-20,2000-06-16,9999-01-01,Staff
Kousuke,Worfolk,444099,1965-01-28,1988-03-22,9999-01-01,Senior Staff
Kousuke,Worfolk,444099,1965-01-28,1988-03-22,9999-01-01,Staff
Prasadram,Bultermann,444465,1965-01-13,1998-10-25,9999-01-01,Senior Engineer
Irena,Cesareni,444208,1965-01-27,1985-10-30,9999-01-01,Senior Staff
Prasadram,Bultermann,444465,1965-01-13,1997-08-29,1998-10-25,Senior Engineer
Udi,Rullman,444487,1965-01-03,1994-04-09,9999-01-01,Senior Engineer
Xinglin,Busillo,444228,1965-01-23,1998-10-08,1999-06-11,Senior Engineer
Eldridge,Kawashima,445067,1965-01-28,1990-02-27,9999-01-01,Engineer
Berna,Schonegge,444643,1965-01-18,1998-06-28,9999-01-01,Staff
Eldridge,Kawashima,445067,1965-01-28,1990-02-27,9999-01-01,Senior Engineer
Heping,Peac,445152,1965-01-09,1985-03-20,9999-01-01,Senior Staff
Heping,Peac,445152,1965-01-09,1985-03-20,9999-01-01,Staff
Apostol,Gruenwald,445456,1965-01-12,1998-08-04,2000-03-18,Engineer
Randi,Alblas,445201,1965-01-22,1992-05-02,2000-01-27,Staff
Oscar,Baumann,445226,1965-01-01,1987-01-22,9999-01-01,Engineer
Oscar,Baumann,445226,1965-01-01,1987-01-22,9999-01-01,Senior Engineer
Tuval,Albarhamtoshy,445514,1965-01-05,1990-09-24,1999-10-28,Technique Leader
Van,Nations,445570,1965-01-25,1986-08-11,9999-01-01,Technique Leader
Masako,Dechter,445941,1965-01-11,1985-09-25,9999-01-01,Technique Leader
Gaurav,Roison,445723,1965-01-31,1991-07-12,9999-01-01,Senior Staff
Gaurav,Roison,445723,1965-01-31,1991-07-12,9999-01-01,Staff
Gaurav,Roison,445723,1965-01-31,1986-10-22,1991-07-12,Senior Staff
Gaurav,Roison,445723,1965-01-31,1986-10-22,1991-07-12,Staff
Ebru,Valtorta,445950,1965-01-23,1992-12-09,9999-01-01,Engineer
Ebru,Valtorta,445950,1965-01-23,1992-12-09,9999-01-01,Senior Engineer
Hercules,Kabayashi,446306,1965-01-22,1991-06-10,9999-01-01,Senior Engineer
Fay,Cochrane,446121,1965-01-11,1999-12-13,9999-01-01,Staff
DAIDA,Nooteboom,446424,1965-01-16,1985-11-24,9999-01-01,Engineer
DAIDA,Nooteboom,446424,1965-01-16,1985-11-24,9999-01-01,Senior Engineer
Yuping,Papastamatiou,446785,1965-01-30,1988-08-30,1992-01-16,Engineer
Aram,Passino,446959,1965-01-29,1995-01-28,9999-01-01,Senior Engineer
Dannz,Miara,447018,1965-01-17,1992-12-04,9999-01-01,Engineer
Takahiro,Dalton,446897,1965-01-22,1992-09-30,9999-01-01,Technique Leader
Dannz,Miara,447018,1965-01-17,1992-12-04,9999-01-01,Senior Engineer
Dmitri,Rousseau,447191,1965-01-17,1995-06-19,1997-05-26,Engineer
Aleksander,Schaaf,447232,1965-01-22,1995-05-26,2000-01-10,Senior Staff
Gennady,Rouquie,447135,1965-01-31,1989-08-24,9999-01-01,Senior Staff
Aleksander,Schaaf,447232,1965-01-22,1995-05-26,2000-01-10,Staff
Aleksander,Schaaf,447232,1965-01-22,2000-01-10,9999-01-01,Senior Staff
Aleksander,Schaaf,447232,1965-01-22,2000-01-10,9999-01-01,Staff
Maria,Miculan,447290,1965-01-08,1993-04-12,1998-05-08,Engineer
Maria,Miculan,447290,1965-01-08,1993-04-12,1998-05-08,Senior Engineer
Stabislas,Kakkad,447544,1965-01-22,1989-02-19,9999-01-01,Senior Staff
Kirk,Zongker,447376,1965-01-07,1999-12-10,9999-01-01,Staff
Make,Heuser,447877,1965-01-13,1988-07-02,9999-01-01,Engineer
Heeju,Kemmerer,447599,1965-01-17,1991-12-26,1996-02-15,Technique Leader
Paris,Restivo,447613,1965-01-15,1986-11-21,9999-01-01,Engineer
Paris,Restivo,447613,1965-01-15,1986-11-21,9999-01-01,Senior Engineer
Make,Heuser,447877,1965-01-13,1988-07-02,9999-01-01,Senior Engineer
Martijn,Jeong,447931,1965-01-11,1990-12-14,9999-01-01,Senior Staff
Martijn,Jeong,447931,1965-01-11,1990-12-14,9999-01-01,Staff
Kamakshi,Hebert,447966,1965-01-05,1997-01-17,9999-01-01,Engineer
Kamakshi,Hebert,447966,1965-01-05,1997-01-17,9999-01-01,Senior Engineer
Shiv,Baezner,447982,1965-01-25,1990-12-17,9999-01-01,Engineer
Shiv,Vilarrasa,447999,1965-01-05,1990-08-01,9999-01-01,Engineer
Shiv,Vilarrasa,447999,1965-01-05,1990-08-01,9999-01-01,Senior Engineer
Shiv,Baezner,447982,1965-01-25,1990-12-17,9999-01-01,Senior Engineer
Anyuan,Schwaller,448165,1965-01-07,1993-08-31,2001-05-06,Senior Staff
Anyuan,Schwaller,448165,1965-01-07,1993-08-31,2001-05-06,Staff
Mong,Dichev,448769,1965-01-18,1997-10-11,9999-01-01,Technique Leader
Haldun,Syang,448994,1965-01-12,1997-02-11,9999-01-01,Staff
Jahangir,Bernatsky,449189,1965-01-30,1995-09-30,9999-01-01,Senior Staff
Mart,Talmor,448900,1965-01-16,1999-05-11,9999-01-01,Staff
Chiradeep,Arlazarov,448918,1965-01-23,1989-10-06,9999-01-01,Engineer
Chiradeep,Arlazarov,448918,1965-01-23,1989-10-06,9999-01-01,Senior Engineer
Mabry,Knightly,449966,1965-01-31,1994-01-04,2001-03-06,Staff
Hinrich,Perin,449984,1965-02-01,1985-11-20,9999-01-01,Engineer
Hinrich,Perin,449984,1965-02-01,1985-11-20,9999-01-01,Senior Engineer
Fumitaka,Quittner,449815,1965-01-27,1988-04-20,9999-01-01,Senior Staff
Gill,Orlowska,450309,1965-01-08,1986-12-25,9999-01-01,Technique Leader
Fumitaka,Quittner,449815,1965-01-27,1988-04-20,9999-01-01,Staff
Eldridge,Pargaonkar,450371,1965-01-21,1992-08-03,1999-09-04,Engineer
Selwyn,Henseler,450184,1965-01-11,1993-03-09,9999-01-01,Senior Engineer
Eldridge,Pargaonkar,450371,1965-01-21,1992-08-03,1999-09-04,Senior Engineer
Selwyn,Munoz,450421,1965-01-25,1989-07-05,1992-10-07,Engineer
Saeed,Bahl,450475,1965-01-21,1991-01-29,9999-01-01,Senior Staff
Udo,Waymire,450255,1965-01-31,1986-06-14,9999-01-01,Technique Leader
Boalin,Tramer,450510,1965-01-25,1992-04-13,1993-02-24,Staff
Chanjung,Raoux,450934,1965-01-23,1992-05-25,9999-01-01,Engineer
DAIDA,Frolund,450817,1965-01-10,1987-07-17,9999-01-01,Engineer
Chanjung,Raoux,450934,1965-01-23,1992-05-25,9999-01-01,Senior Engineer
DAIDA,Frolund,450817,1965-01-10,1987-07-17,9999-01-01,Senior Engineer
Yuriy,Ponthieu,450936,1965-01-18,1991-12-11,9999-01-01,Senior Staff
Yuriy,Ponthieu,450936,1965-01-18,1991-12-11,9999-01-01,Staff
Radhika,Bonifati,451333,1965-01-15,1995-03-11,9999-01-01,Senior Staff
Sedat,Rande,450888,1965-01-03,1995-03-25,9999-01-01,Senior Staff
Sedat,Rande,450888,1965-01-03,1995-03-25,9999-01-01,Staff
Subir,Miake,452137,1965-01-15,1993-07-11,1999-01-09,Engineer
Jaihie,Ozeri,451253,1965-01-15,1991-06-21,9999-01-01,Senior Staff
Jaihie,Ozeri,451253,1965-01-15,1991-06-21,9999-01-01,Staff
Jacopo,Krohm,451272,1965-01-02,1991-04-24,9999-01-01,Engineer
Jacopo,Krohm,451272,1965-01-02,1991-04-24,9999-01-01,Senior Engineer
Bedrich,Isard,451275,1965-01-25,1986-06-07,9999-01-01,Senior Staff
Subir,Miake,452137,1965-01-15,1993-07-11,1999-01-09,Senior Engineer
Bartek,Snyers,452196,1965-01-17,1987-01-14,2001-05-02,Senior Staff
Bartek,Snyers,452196,1965-01-17,1987-01-14,2001-05-02,Staff
Subir,Miake,452137,1965-01-15,1999-01-09,9999-01-01,Engineer
Subir,Miake,452137,1965-01-15,1999-01-09,9999-01-01,Senior Engineer
Taiji,Berstel,452325,1965-01-14,1996-12-02,9999-01-01,Engineer
Arra,Esposito,452206,1965-01-22,1994-11-03,9999-01-01,Staff
Taiji,Berstel,452325,1965-01-14,1996-12-02,9999-01-01,Senior Engineer
Shigeichiro,Brattka,452347,1965-01-07,1996-07-13,9999-01-01,Senior Staff
Shigeichiro,Brattka,452347,1965-01-07,1996-07-13,9999-01-01,Staff
Fei,Gadepally,452365,1965-01-05,1988-11-13,9999-01-01,Assistant Engineer
Fei,Gadepally,452365,1965-01-05,1988-11-13,9999-01-01,Engineer
Gou,Thombley,452956,1965-01-17,1987-04-09,1990-11-07,Senior Engineer
Gou,Thombley,452956,1965-01-17,1990-11-07,9999-01-01,Senior Engineer
Alair,Nanard,452957,1965-01-03,1996-02-10,9999-01-01,Staff
Mari,Fargier,452970,1965-01-06,1992-08-18,1995-12-11,Senior Engineer
Lobel,Aloia,452982,1965-01-29,1994-12-29,9999-01-01,Senior Staff
Aran,Rosenbaum,453070,1965-01-06,1991-04-25,9999-01-01,Senior Staff
Gao,Lally,453154,1965-01-03,1996-03-01,9999-01-01,Staff
Aran,Rosenbaum,453070,1965-01-06,1991-04-25,9999-01-01,Staff
Berni,Takkinen,453644,1965-01-07,1992-06-08,9999-01-01,Senior Staff
Berni,Takkinen,453644,1965-01-07,1992-06-08,9999-01-01,Staff
Chinya,Leslie,453688,1965-01-24,1995-10-28,9999-01-01,Engineer
Arne,Kohling,453723,1965-01-15,1985-12-13,9999-01-01,Engineer
Arne,Kohling,453723,1965-01-15,1985-12-13,9999-01-01,Senior Engineer
Stein,Perng,453913,1965-01-23,1993-04-29,9999-01-01,Senior Staff
Ewing,Rajala,453760,1965-01-13,1996-06-21,9999-01-01,Senior Staff
Ewing,Rajala,453760,1965-01-13,1996-06-21,9999-01-01,Staff
Fai,Keirsey,453790,1965-01-11,1994-10-12,9999-01-01,Engineer
Fai,Keirsey,453790,1965-01-11,1994-10-12,9999-01-01,Senior Engineer
Stein,Perng,453913,1965-01-23,1993-04-29,9999-01-01,Staff
Sugwoo,Weiland,453996,1965-01-24,1997-04-23,1999-01-18,Senior Engineer
Nechama,Ermel,454736,1965-01-24,1995-06-05,9999-01-01,Engineer
Mohammed,Georg,454338,1965-01-24,1998-08-03,9999-01-01,Engineer
Gina,Ossenbruggen,454378,1965-01-06,1998-01-03,9999-01-01,Technique Leader
Xiaoqiu,Pietracaprina,454791,1965-01-22,1994-07-09,9999-01-01,Senior Engineer
Mohan,Picht,454994,1965-01-01,1991-02-24,9999-01-01,Engineer
Kamakshi,Schusler,454825,1965-01-02,1995-05-25,9999-01-01,Engineer
Kamakshi,Schusler,454825,1965-01-02,1995-05-25,9999-01-01,Senior Engineer
Mohan,Picht,454994,1965-01-01,1991-02-24,9999-01-01,Senior Engineer
Khoa,Bahk,455243,1965-01-13,1991-06-10,1998-02-07,Senior Engineer
Luisa,Baig,455284,1965-01-09,1996-07-12,9999-01-01,Engineer
Manohar,Rothenberg,455113,1965-01-15,1999-04-22,2002-06-16,Staff
Soenke,Zaumen,455175,1965-01-14,1992-02-22,9999-01-01,Senior Staff
Soenke,Zaumen,455175,1965-01-14,1992-02-22,9999-01-01,Staff
Luisa,Baig,455284,1965-01-09,1996-07-12,9999-01-01,Senior Engineer
Mang,Sundgren,455296,1965-01-01,1995-11-27,1999-07-13,Engineer
Qiwen,Kriebel,455726,1965-01-08,1987-12-13,9999-01-01,Senior Staff
Ranga,Plesums,455364,1965-01-29,1990-01-28,1997-05-13,Senior Staff
Weiye,Krohm,455415,1965-01-10,1990-10-29,2000-02-10,Senior Staff
Weiye,Krohm,455415,1965-01-10,1990-10-29,2000-02-10,Staff
Qiwen,Kriebel,455726,1965-01-08,1987-12-13,9999-01-01,Staff
Giao,DuCasse,455814,1965-01-28,1991-07-19,9999-01-01,Engineer
Giao,DuCasse,455814,1965-01-28,1991-07-19,9999-01-01,Senior Engineer
Tetsurou,Schreiter,456767,1965-01-24,1987-07-17,9999-01-01,Senior Staff
Peer,Angelopoulos,455914,1965-01-01,1989-07-23,9999-01-01,Engineer
Peer,Angelopoulos,455914,1965-01-01,1989-07-23,9999-01-01,Senior Engineer
Tetsurou,Schreiter,456767,1965-01-24,1987-07-17,9999-01-01,Staff
Aloke,Neiman,456824,1965-01-13,1985-07-10,1996-07-23,Technique Leader
Jinpo,Heyers,457146,1965-01-20,1999-01-07,9999-01-01,Staff
Shounak,Dratva,456982,1965-01-07,1989-01-05,9999-01-01,Engineer
Shounak,Dratva,456982,1965-01-07,1989-01-05,9999-01-01,Senior Engineer
