first_name,last_name,emp_no,title,from_date,to_date
Changho,Poehlman,488848,Engineer,1997-04-26,9999-01-01
Kshitij,Axelband,488853,Engineer,1995-12-03,1998-10-05
Arto,Garrabrants,488857,Senior Staff,1990-10-08,9999-01-01
Arto,Garrabrants,488857,Staff,1985-10-08,1990-10-08
Odysseas,McFarlin,488859,Engineer,1987-01-21,1994-01-21
Odysseas,McFarlin,488859,Senior Engineer,1994-01-21,9999-01-01
Magy,Baca,488877,Senior Staff,1986-10-17,9999-01-01
Aran,Puppo,488881,Engineer,1998-03-28,9999-01-01
Kwangsub,Khalil,488882,Engineer,1986-05-26,1993-05-26
Kwangsub,Khalil,488882,Senior Engineer,1993-05-26,9999-01-01
Szabolcs,Iwayama,488887,Senior Staff,1996-02-04,9999-01-01
Szabolcs,Iwayama,488887,Staff,1987-02-04,1996-02-04
Boriana,Champarnaud,488894,Engineer,1985-02-11,1994-02-11
Boriana,Champarnaud,488894,Senior Engineer,1994-02-11,9999-01-01
Reinhold,Kitai,488907,Engineer,1987-04-24,1993-04-23
Reinhold,Kitai,488907,Senior Engineer,1993-04-23,9999-01-01
Moto,Slutz,488910,Engineer,1985-03-13,1994-03-13
Moto,Slutz,488910,Senior Engineer,1994-03-13,9999-01-01
Adel,Bazelow,488928,Senior Staff,1995-01-26,9999-01-01
Adel,Bazelow,488928,Staff,1988-01-26,1995-01-26
Zhongwei,Beutelspacher,488940,Senior Staff,1994-06-06,9999-01-01
Zhongwei,Beutelspacher,488940,Staff,1988-06-06,1994-06-06
Wayne,Zeidenstein,488941,Senior Staff,2002-07-09,9999-01-01
Wayne,Zeidenstein,488941,Staff,1993-07-09,2002-07-09
Conrado,Weisert,488963,Senior Staff,1997-01-30,9999-01-01
Conrado,Weisert,488963,Staff,1988-01-31,1997-01-30
Khosrow,Pokrovskii,488965,Senior Staff,1995-09-11,1998-02-10
Khosrow,Pokrovskii,488965,Staff,1988-09-10,1995-09-11
Remko,Benzmuller,488969,Staff,2000-01-27,9999-01-01
Vishwani,Reeker,488980,Engineer,1990-05-26,1995-05-25
Vishwani,Reeker,488980,Senior Engineer,1995-05-25,9999-01-01
Izaskun,Puppe,488988,Senior Staff,1990-07-14,9999-01-01
Izaskun,Puppe,488988,Staff,1985-07-14,1990-07-14
Moon,Morris,488995,Engineer,1985-02-13,1994-02-13
Moon,Morris,488995,Senior Engineer,1994-02-13,9999-01-01
Kendra,Hennings,488998,Engineer,1989-03-10,1995-03-10
Kendra,Hennings,488998,Senior Engineer,1995-03-10,9999-01-01
Gilbert,Onuegbe,489005,Senior Staff,2000-07-03,9999-01-01
Gilbert,Onuegbe,489005,Staff,1993-07-03,2000-07-03
Youngkon,Skrikant,489010,Technique Leader,1986-01-08,9999-01-01
Boriana,Benzmuller,489015,Engineer,1989-04-03,1995-04-03
Boriana,Benzmuller,489015,Senior Engineer,1995-04-03,9999-01-01
Xiping,Lueh,489040,Senior Engineer,1994-07-09,9999-01-01
Jeanna,Pramanik,489050,Engineer,1986-08-12,1994-08-12
Jeanna,Pramanik,489050,Senior Engineer,1994-08-12,9999-01-01
Edwin,Giveon,489054,Engineer,1988-08-27,1996-08-27
Edwin,Giveon,489054,Senior Engineer,1996-08-27,9999-01-01
Kazuhito,Sevcikova,489060,Engineer,1990-02-28,1995-02-28
Kazuhito,Sevcikova,489060,Senior Engineer,1995-02-28,9999-01-01
Jianhui,Penn,489063,Senior Staff,1999-01-06,9999-01-01
Jianhui,Penn,489063,Staff,1994-01-06,1999-01-06
Kish,Birch,489083,Senior Staff,1994-08-11,1996-02-20
Kish,Birch,489083,Staff,1989-08-11,1994-08-11
Basem,Perz,489088,Senior Staff,1994-10-31,9999-01-01
Basem,Perz,489088,Staff,1986-10-31,1994-10-31
Woody,Kriebel,489113,Staff,1997-08-28,2002-06-10
Muzhong,Felcyn,489114,Technique Leader,1986-04-30,1997-08-07
Constantijn,Gustavson,489117,Engineer,1988-02-08,1996-02-08
Constantijn,Gustavson,489117,Senior Engineer,1996-02-08,9999-01-01
Chandrasekaran,Uhrig,489124,Engineer,2000-01-06,9999-01-01
Anestis,Macedo,489126,Senior Staff,2001-05-21,9999-01-01
Anestis,Macedo,489126,Staff,1994-05-21,2001-05-21
Nishit,Gluchowski,489128,Senior Staff,2001-03-02,9999-01-01
Nishit,Gluchowski,489128,Staff,1994-03-02,2001-03-02
Guadalupe,Ligten,489130,Engineer,1992-06-08,2001-06-08
Guadalupe,Ligten,489130,Senior Engineer,2001-06-08,9999-01-01
Ottavia,Sethi,489149,Engineer,1992-01-24,1992-08-06
Percy,Hoogerwoord,489151,Senior Engineer,1986-05-30,9999-01-01
Eran,Cunliffe,489205,Staff,1998-02-21,9999-01-01
Demos,Kilgore,489211,Engineer,1988-03-19,1994-03-19
Demos,Kilgore,489211,Senior Engineer,1994-03-19,1994-08-23
Conrado,Ritcey,489215,Engineer,1999-08-28,9999-01-01
Dulce,Remmers,489221,Senior Staff,1994-06-05,9999-01-01
Dulce,Remmers,489221,Staff,1988-06-05,1994-06-05
Teiji,Lores,489243,Senior Staff,1986-04-03,9999-01-01
Shrikanth,Steenbeek,489245,Senior Engineer,1989-07-04,9999-01-01
Premal,Rissanen,489257,Senior Staff,1994-12-09,9999-01-01
Premal,Rissanen,489257,Staff,1986-12-09,1994-12-09
Constantine,Huxford,489260,Senior Staff,1998-02-03,1999-05-31
Constantine,Huxford,489260,Staff,1991-02-03,1998-02-03
Alper,Vadhan,489267,Engineer,1998-01-14,1999-03-29
Gully,Fontan,489269,Senior Engineer,1988-04-01,9999-01-01
Yonghoan,Yoshizawa,489270,Engineer,1989-01-01,1997-10-28
Kristen,Fraisse,489280,Staff,1999-10-28,9999-01-01
Abdulah,Ritzmann,489283,Staff,1987-10-30,1994-05-02
Uta,Stellhorn,489318,Engineer,1985-05-13,1992-05-13
Uta,Stellhorn,489318,Senior Engineer,1992-05-13,9999-01-01
Greger,Curless,489321,Senior Staff,1995-09-02,9999-01-01
Greger,Curless,489321,Staff,1987-09-02,1995-09-02
Kazuhiko,Peres,489323,Senior Engineer,1998-04-09,2000-07-22
Qiwen,Furudate,489325,Senior Staff,1996-08-26,9999-01-01
Qiwen,Furudate,489325,Staff,1987-08-27,1996-08-26
Suebskul,Nivat,489335,Senior Engineer,1986-11-28,1997-11-07
Filipe,Velasco,489337,Senior Engineer,1987-07-10,1999-10-16
Fuqing,Setlzner,489340,Senior Staff,2001-05-13,9999-01-01
Fuqing,Setlzner,489340,Staff,1995-05-14,2001-05-13
Bernd,Schmezko,489341,Engineer,1985-10-02,1991-10-02
Bernd,Schmezko,489341,Senior Engineer,1991-10-02,9999-01-01
Shai,Vesna,489342,Assistant Engineer,1987-05-18,1995-05-18
Shai,Vesna,489342,Engineer,1995-05-18,1998-04-03
Foong,Schapire,489349,Senior Staff,1995-10-25,9999-01-01
Foong,Schapire,489349,Staff,1988-10-24,1995-10-25
Oscal,Belinskaya,489350,Senior Staff,1993-05-21,9999-01-01
Oscal,Belinskaya,489350,Staff,1985-05-21,1993-05-21
Mona,Coors,489352,Senior Staff,1991-03-18,9999-01-01
Mona,Coors,489352,Staff,1985-03-18,1991-03-18
Adhemar,Validov,489365,Engineer,1986-06-05,1993-06-05
Adhemar,Validov,489365,Senior Engineer,1993-06-05,9999-01-01
Waiman,Weiland,489367,Senior Staff,1992-09-29,9999-01-01
Waiman,Weiland,489367,Staff,1987-09-30,1992-09-29
Tianruo,Parascandalo,489368,Technique Leader,1987-09-16,9999-01-01
Petter,Beausoleil,489370,Staff,1999-10-20,9999-01-01
Elzbieta,VanScheik,489381,Engineer,1996-03-25,2002-03-25
Elzbieta,VanScheik,489381,Senior Engineer,2002-03-25,9999-01-01
Claude,Bonifati,489389,Senior Engineer,1991-08-05,9999-01-01
Sarita,Heuter,489405,Staff,1993-10-07,9999-01-01
Falguni,Ratnakar,489410,Senior Staff,1991-05-02,9999-01-01
Falguni,Ratnakar,489410,Staff,1985-05-02,1991-05-02
Aluzio,Ranft,489415,Senior Engineer,1988-11-26,1999-10-15
Yuriy,Chelton,489437,Senior Staff,1990-03-19,9999-01-01
Yuriy,Chelton,489437,Staff,1985-03-19,1990-03-19
Conor,Jonsson,489440,Senior Staff,1996-10-23,9999-01-01
Conor,Jonsson,489440,Staff,1987-10-24,1996-10-23
Hercules,Sethi,489452,Senior Staff,1994-11-29,9999-01-01
Marsha,Chepyzhov,489464,Engineer,1993-09-20,2000-09-20
Marsha,Chepyzhov,489464,Senior Engineer,2000-09-20,9999-01-01
Kazunori,Gurbaxani,489466,Senior Engineer,1985-08-25,9999-01-01
Fumino,Hofman,489467,Engineer,1987-08-28,1994-08-28
Fumino,Hofman,489467,Senior Engineer,1994-08-28,9999-01-01
Duro,Hambrick,489470,Staff,1987-05-04,1987-08-18
Val,Jeong,489471,Technique Leader,1999-01-02,9999-01-01
Qingxiang,Furedi,489484,Engineer,1997-06-04,1999-08-29
Fun,Nicolson,489499,Engineer,1986-01-14,1991-01-14
Fun,Nicolson,489499,Senior Engineer,1991-01-14,9999-01-01
Hideo,Bridgland,489500,Senior Staff,1985-11-28,9999-01-01
Apostol,Kriebel,489504,Staff,1998-09-21,9999-01-01
Taiji,Poupard,489515,Engineer,1996-03-29,2000-05-23
Jayesh,Erbe,489516,Technique Leader,1987-02-16,9999-01-01
Alexius,Dulay,489518,Engineer,1999-12-04,9999-01-01
Uriel,Sessa,489523,Assistant Engineer,1988-11-18,1997-11-18
Uriel,Sessa,489523,Engineer,1997-11-18,9999-01-01
Stamatina,Henseler,489528,Senior Staff,2000-07-23,9999-01-01
Stamatina,Henseler,489528,Staff,1994-07-24,2000-07-23
Rosalyn,Parveen,489536,Engineer,1998-06-28,9999-01-01
Soenke,Vesel,489560,Engineer,1987-04-25,1992-04-24
Soenke,Vesel,489560,Senior Engineer,1992-04-24,9999-01-01
Domenick,Brodal,489565,Staff,1996-12-24,9999-01-01
Kazunori,Shiratori,489581,Technique Leader,1989-08-04,9999-01-01
Pranav,Ozeki,489582,Engineer,1985-07-07,1992-07-07
Pranav,Ozeki,489582,Senior Engineer,1992-07-07,9999-01-01
Janalee,Callaway,489585,Senior Staff,1996-05-17,1997-09-11
Janalee,Callaway,489585,Staff,1987-05-18,1996-05-17
Arvind,Gomatam,489595,Engineer,1988-01-27,1994-01-26
Arvind,Gomatam,489595,Senior Engineer,1994-01-26,9999-01-01
Denis,Gadepally,489618,Senior Engineer,1985-08-29,9999-01-01
Hinrich,Malinowski,489622,Engineer,1985-11-23,1990-11-23
Hinrich,Malinowski,489622,Senior Engineer,1990-11-23,9999-01-01
Odoardo,Malabarba,489624,Staff,1989-02-15,1995-04-02
Perry,Hennings,489626,Staff,1997-07-18,9999-01-01
Filipp,Socorro,489638,Senior Staff,1996-06-20,9999-01-01
Filipp,Socorro,489638,Staff,1987-06-21,1996-06-20
Troy,Koblick,489663,Senior Staff,2000-04-17,9999-01-01
Troy,Koblick,489663,Staff,1992-04-17,2000-04-17
Danny,Businaro,489669,Engineer,1985-02-03,1993-02-03
Danny,Businaro,489669,Senior Engineer,1993-02-03,9999-01-01
Maja,Tramer,489674,Assistant Engineer,1988-02-02,1995-02-01
Maja,Tramer,489674,Engineer,1995-02-01,2002-02-01
Maja,Tramer,489674,Senior Engineer,2002-02-01,9999-01-01
Irene,Gill,489677,Engineer,1986-03-27,1994-03-27
Irene,Gill,489677,Senior Engineer,1994-03-27,9999-01-01
Divier,Ratzlaff,489680,Engineer,1987-07-31,1995-07-31
Divier,Ratzlaff,489680,Senior Engineer,1995-07-31,9999-01-01
Amalendu,Fadgyas,489688,Senior Staff,1986-04-18,9999-01-01
Amabile,Farrar,489692,Engineer,1988-09-16,1995-09-17
Amabile,Farrar,489692,Senior Engineer,1995-09-17,9999-01-01
Xiaoqiu,Noriega,489702,Senior Staff,1994-03-27,9999-01-01
Xiaoqiu,Noriega,489702,Staff,1987-03-27,1994-03-27
Niranjan,McAffer,489730,Engineer,1988-12-20,1996-12-20
Niranjan,McAffer,489730,Senior Engineer,1996-12-20,1997-02-13
Martial,Gopalakrishnan,489731,Senior Staff,1993-07-20,1997-11-14
Martial,Gopalakrishnan,489731,Staff,1986-07-20,1993-07-20
Miyeon,Staylopatis,489734,Senior Staff,1988-10-01,9999-01-01
Masali,Feldmann,489751,Engineer,1997-04-18,9999-01-01
Marin,Hempstead,489758,Senior Engineer,1987-05-06,9999-01-01
Serap,Pell,489759,Engineer,1988-12-10,1994-12-10
Serap,Pell,489759,Senior Engineer,1994-12-10,9999-01-01
Huei,Benzmuller,489762,Engineer,1995-09-30,1998-01-10
Jiong,Schnabel,489782,Assistant Engineer,1986-06-06,1994-06-06
Jiong,Schnabel,489782,Engineer,1994-06-06,2002-06-06
Jiong,Schnabel,489782,Senior Engineer,2002-06-06,9999-01-01
Dante,Lichtner,489801,Senior Engineer,1987-04-14,9999-01-01
Pranas,Cools,489805,Engineer,1987-03-20,1993-03-19
Pranas,Cools,489805,Senior Engineer,1993-03-19,9999-01-01
Tonny,Valiente,489808,Engineer,1988-02-01,1991-12-25
Xiaoheng,Bugrara,489823,Engineer,1986-08-27,1995-08-27
Xiaoheng,Bugrara,489823,Senior Engineer,1995-08-27,9999-01-01
Chinho,Fortenbacher,489835,Engineer,1987-07-11,1994-07-11
Chinho,Fortenbacher,489835,Senior Engineer,1994-07-11,9999-01-01
Yakkov,Kuhnemann,489844,Senior Staff,1987-08-23,2001-04-05
Kristen,Iisaku,489858,Senior Staff,1994-03-30,9999-01-01
Kristen,Iisaku,489858,Staff,1987-03-30,1994-03-30
Paloma,Verhoeff,489860,Senior Staff,1995-09-13,9999-01-01
Paloma,Verhoeff,489860,Staff,1986-09-13,1995-09-13
Franziska,Kornatzky,489862,Engineer,1999-06-25,9999-01-01
Duangkaew,Murthy,489863,Staff,1994-02-04,1994-09-21
Nevio,Pearson,489880,Senior Staff,1994-12-20,9999-01-01
Nevio,Pearson,489880,Staff,1987-12-20,1994-12-20
Heng,Guting,489885,Engineer,1986-01-24,1992-01-24
Heng,Guting,489885,Senior Engineer,1992-01-24,9999-01-01
Yahiko,Jumpertz,489888,Senior Staff,1993-11-11,9999-01-01
Yahiko,Jumpertz,489888,Staff,1985-11-11,1993-11-11
Slavian,Pillow,489889,Engineer,1986-11-05,1993-11-05
Slavian,Pillow,489889,Senior Engineer,1993-11-05,9999-01-01
Bezalel,Hebert,489890,Senior Staff,1993-06-03,9999-01-01
Bezalel,Hebert,489890,Staff,1986-06-03,1993-06-03
Yuriy,Niizuma,489893,Engineer,1986-04-29,1993-04-29
Yuriy,Niizuma,489893,Senior Engineer,1993-04-29,9999-01-01
Guther,Schaad,489901,Senior Staff,1994-07-12,9999-01-01
Guther,Schaad,489901,Staff,1988-07-12,1994-07-12
Renny,Gecseg,489904,Technique Leader,1988-10-17,1993-09-07
Amabile,Kampfer,489909,Assistant Engineer,1986-09-27,1992-09-26
Amabile,Kampfer,489909,Engineer,1992-09-26,1998-09-26
Amabile,Kampfer,489909,Senior Engineer,1998-09-26,9999-01-01
Steve,Munoz,489916,Engineer,1998-05-01,9999-01-01
Oscal,Beausoleil,489938,Senior Staff,1988-01-06,1988-06-01
Valeska,Collavizza,489953,Engineer,1999-04-30,9999-01-01
Chikara,Shimshoni,489969,Engineer,1985-11-05,1991-11-05
Chikara,Shimshoni,489969,Senior Engineer,1991-11-05,9999-01-01
Sivanarayana,Selenyi,489972,Engineer,1996-02-23,2002-02-22
Sivanarayana,Selenyi,489972,Senior Engineer,2002-02-22,9999-01-01
Teruyuki,Zuberek,489983,Senior Engineer,1986-09-12,9999-01-01
Atreye,Mandelberg,489985,Engineer,1988-07-01,1993-07-01
Atreye,Mandelberg,489985,Senior Engineer,1993-07-01,9999-01-01
Remco,Impagliazzo,489986,Staff,1999-05-05,9999-01-01
Girolamo,Henders,489988,Senior Staff,1993-12-27,9999-01-01
Girolamo,Henders,489988,Staff,1985-12-27,1993-12-27
Satyanarayana,Pena,489993,Engineer,1986-06-21,1993-06-21
Satyanarayana,Pena,489993,Senior Engineer,1993-06-21,9999-01-01
Owen,Escriba,490003,Senior Staff,2001-03-29,9999-01-01
Owen,Escriba,490003,Staff,1993-03-29,2001-03-29
Basim,Pettey,490007,Engineer,1994-05-22,2001-05-22
Basim,Pettey,490007,Senior Engineer,2001-05-22,2002-06-17
Kshitij,Ranft,490010,Engineer,1999-11-23,9999-01-01
Randi,Percebois,490017,Engineer,1986-11-04,1993-11-04
Randi,Percebois,490017,Senior Engineer,1993-11-04,9999-01-01
Fuqing,Lupu,490034,Staff,1998-12-24,2000-08-20
Jagoda,Varman,490037,Senior Staff,1994-05-21,9999-01-01
Jagoda,Varman,490037,Staff,1985-05-21,1994-05-21
Manohar,Heuter,490041,Engineer,1993-07-21,1999-07-21
Manohar,Heuter,490041,Senior Engineer,1999-07-21,9999-01-01
Vivian,Syrotiuk,490042,Engineer,1998-02-08,9999-01-01
Huiqun,Ginneken,490044,Senior Staff,1994-04-02,9999-01-01
Huiqun,Ginneken,490044,Staff,1987-04-02,1994-04-02
Uta,Jayawardene,490064,Engineer,1986-09-09,1992-09-08
Uta,Jayawardene,490064,Senior Engineer,1992-09-08,2001-07-28
Claudi,Comte,490071,Engineer,1986-11-07,1995-11-07
Claudi,Comte,490071,Senior Engineer,1995-11-07,9999-01-01
Khalid,Bressoud,490100,Staff,1998-02-04,9999-01-01
Oguz,Gulik,490102,Engineer,1999-10-10,9999-01-01
Adhemar,Lowrie,490104,Staff,1998-02-26,9999-01-01
Kitty,Serre,490109,Engineer,1992-06-22,1997-06-22
Kitty,Serre,490109,Senior Engineer,1997-06-22,9999-01-01
Mario,Tokunaga,490127,Senior Staff,1996-06-30,9999-01-01
Mario,Tokunaga,490127,Staff,1987-07-01,1996-06-30
Dmitri,Pramanik,490140,Senior Engineer,1987-03-13,9999-01-01
Candido,Danlos,490141,Senior Staff,1992-09-01,9999-01-01
Candido,Danlos,490141,Staff,1986-09-02,1992-09-01
Uli,Zhang,490149,Engineer,1990-11-26,1996-11-25
Uli,Zhang,490149,Senior Engineer,1996-11-25,9999-01-01
Guadalupe,Aumann,490150,Engineer,1985-07-08,1990-07-08
Guadalupe,Aumann,490150,Senior Engineer,1990-07-08,1994-04-14
Kenroku,Tchuente,490155,Engineer,1989-04-25,1991-08-23
Martina,Mandell,490164,Engineer,1992-10-24,2000-10-24
Martina,Mandell,490164,Senior Engineer,2000-10-24,9999-01-01
Arvind,Brobst,490165,Engineer,1991-07-02,1998-07-02
Arvind,Brobst,490165,Senior Engineer,1998-07-02,9999-01-01
Lena,Delgrange,490168,Engineer,1987-11-11,1993-11-10
Lena,Delgrange,490168,Senior Engineer,1993-11-10,9999-01-01
Hisao,Thimonier,490172,Engineer,1986-03-29,1994-03-29
Hisao,Thimonier,490172,Senior Engineer,1994-03-29,1996-02-18
Thodoros,Chelton,490181,Engineer,1985-07-31,1992-07-31
Thodoros,Chelton,490181,Senior Engineer,1992-07-31,9999-01-01
Hironoby,Tetzlaff,490182,Senior Staff,2000-05-09,9999-01-01
Hironoby,Tetzlaff,490182,Staff,1993-05-09,2000-05-09
Guozhong,Hegner,490183,Technique Leader,1986-06-20,9999-01-01
Takanari,Schurmann,490195,Engineer,1992-08-04,1998-08-04
Takanari,Schurmann,490195,Senior Engineer,1998-08-04,9999-01-01
Abdelaziz,Waymire,490204,Senior Staff,1990-07-24,9999-01-01
Abdelaziz,Waymire,490204,Staff,1985-07-24,1990-07-24
Guttorm,Thimonier,490214,Engineer,1987-07-27,1994-07-27
Guttorm,Thimonier,490214,Senior Engineer,1994-07-27,9999-01-01
Dannz,Bennis,490215,Staff,1995-12-16,9999-01-01
Barun,Famili,490218,Senior Staff,1997-03-17,9999-01-01
Honesty,Raoux,490224,Staff,1986-07-08,1990-10-25
Angel,Velasco,490225,Senior Staff,1997-01-01,9999-01-01
Angel,Velasco,490225,Staff,1992-01-02,1997-01-01
Kristinn,Syang,490226,Senior Staff,1992-05-11,9999-01-01
Kristinn,Syang,490226,Staff,1987-05-12,1992-05-11
Mori,Siochi,490231,Senior Staff,1996-03-14,9999-01-01
Mori,Siochi,490231,Staff,1987-03-15,1996-03-14
Subhankar,Vadhan,490238,Engineer,1997-09-03,2002-07-28
Padma,Jeansoulin,490242,Staff,1997-08-25,9999-01-01
Sahrah,Riefers,490249,Engineer,1986-07-04,1992-07-03
Sahrah,Riefers,490249,Senior Engineer,1992-07-03,9999-01-01
Elvis,Baez,490250,Senior Staff,1995-10-17,9999-01-01
Elvis,Baez,490250,Staff,1989-10-17,1995-10-17
Youssef,Zweizig,490251,Senior Staff,1997-04-15,9999-01-01
Youssef,Zweizig,490251,Staff,1988-04-15,1997-04-15
Hilary,Meriste,490264,Senior Staff,1992-07-22,9999-01-01
Hilary,Meriste,490264,Staff,1986-07-23,1992-07-22
Aluzio,Menhardt,490268,Senior Staff,1999-09-18,9999-01-01
Aluzio,Menhardt,490268,Staff,1994-09-18,1999-09-18
Hideyuki,Schaar,490269,Engineer,1999-05-14,9999-01-01
Hilary,Luby,490273,Senior Staff,2001-06-13,9999-01-01
Hilary,Luby,490273,Staff,1995-06-14,2001-06-13
Gudjon,Hutton,490276,Senior Engineer,1987-07-13,9999-01-01
Uma,Bach,490279,Assistant Engineer,1987-01-04,1988-03-11
Manu,Crabtree,490281,Engineer,1992-05-31,1998-05-31
Manu,Crabtree,490281,Senior Engineer,1998-05-31,9999-01-01
Tran,Itzigehl,490287,Engineer,1988-05-16,1997-05-16
Tran,Itzigehl,490287,Senior Engineer,1997-05-16,9999-01-01
Danil,DuCasse,490297,Engineer,1985-08-12,1992-08-12
Danil,DuCasse,490297,Senior Engineer,1992-08-12,9999-01-01
Monique,Camarinopoulos,490310,Engineer,1986-02-27,1992-02-27
Monique,Camarinopoulos,490310,Senior Engineer,1992-02-27,9999-01-01
Zito,Peris,490331,Senior Staff,1993-06-04,9999-01-01
Zito,Peris,490331,Staff,1985-06-04,1993-06-04
Faiza,Clemencon,490337,Engineer,1993-04-29,2002-04-29
Faiza,Clemencon,490337,Senior Engineer,2002-04-29,9999-01-01
Changho,Bernardeschi,490338,Senior Engineer,1993-07-15,9999-01-01
Jayesh,Horswill,490344,Assistant Engineer,1988-01-22,1995-01-22
Jayesh,Horswill,490344,Engineer,1995-01-22,2002-01-22
Jayesh,Horswill,490344,Senior Engineer,2002-01-22,9999-01-01
Aleksandar,Coullard,490345,Engineer,2000-01-31,9999-01-01
Keung,Bennis,490355,Assistant Engineer,1991-07-17,1996-07-16
Keung,Bennis,490355,Engineer,1996-07-16,1997-11-11
Satosi,Debuse,490368,Senior Engineer,1987-05-27,1996-07-20
Sangeeta,Tanemo,490381,Senior Staff,1997-04-14,9999-01-01
Sangeeta,Tanemo,490381,Staff,1992-04-14,1997-04-14
Mads,Haddadi,490387,Staff,1998-05-19,9999-01-01
Diederik,Herbst,490393,Senior Staff,1997-03-18,2000-05-25
Sorina,Heuter,490397,Senior Staff,1994-02-07,9999-01-01
Sorina,Heuter,490397,Staff,1987-02-07,1994-02-07
Valeska,Ozeri,490398,Engineer,1988-12-27,1993-12-27
Valeska,Ozeri,490398,Senior Engineer,1993-12-27,9999-01-01
Zhiguo,Dayana,490400,Assistant Engineer,1994-01-10,1994-08-28
Zhongwei,Rubsam,490406,Senior Staff,1995-06-28,9999-01-01
Zhongwei,Rubsam,490406,Staff,1988-06-27,1995-06-28
Paloma,Khamsi,490408,Engineer,1992-08-12,2001-08-12
Paloma,Khamsi,490408,Senior Engineer,2001-08-12,9999-01-01
Teunis,Uehara,490410,Senior Engineer,1995-10-22,9999-01-01
Lansing,Heuser,490420,Technique Leader,1997-09-01,9999-01-01
Lenore,Kieras,490429,Senior Staff,1986-09-02,9999-01-01
Kamran,Azadmanesh,490438,Senior Engineer,1985-02-19,9999-01-01
Demin,Alvarado,490447,Senior Staff,1987-07-03,1995-08-16
Nirmal,Muniz,490452,Senior Staff,1996-03-24,9999-01-01
Eckart,Baik,490453,Engineer,1994-06-24,2002-06-24
Eckart,Baik,490453,Senior Engineer,2002-06-24,9999-01-01
Manibrata,Fraisse,490462,Technique Leader,1998-10-24,9999-01-01
Mayuri,Schwartzburd,490467,Senior Engineer,1989-11-12,9999-01-01
Fayez,Vidal,490468,Senior Staff,1987-01-03,9999-01-01
Jinxi,Suppi,490474,Senior Staff,1997-07-11,9999-01-01
Vugranam,Matteis,490476,Engineer,1985-03-14,1993-03-14
Vugranam,Matteis,490476,Senior Engineer,1993-03-14,9999-01-01
Gino,Reistad,490487,Staff,1998-10-10,9999-01-01
Sahrah,Molberg,490494,Senior Staff,1993-07-22,9999-01-01
Sahrah,Molberg,490494,Staff,1987-07-23,1993-07-22
Premsyl,Riefers,490510,Engineer,1988-11-26,1994-11-26
Premsyl,Riefers,490510,Senior Engineer,1994-11-26,9999-01-01
Rosalie,Serna,490518,Senior Staff,1997-07-30,9999-01-01
Rosalie,Serna,490518,Staff,1988-07-30,1997-07-30
Masasuke,Rossi,490522,Senior Staff,1993-09-13,9999-01-01
Masasuke,Rossi,490522,Staff,1988-09-13,1993-09-13
Evgueni,Fasbender,490525,Staff,1988-01-07,1988-04-21
Achilleas,Pavlopoulou,490531,Senior Staff,1985-03-24,2002-04-21
Adel,Winter,490547,Engineer,1985-06-30,1993-06-30
Adel,Winter,490547,Senior Engineer,1993-06-30,1996-05-21
Emran,Backhouse,490552,Engineer,1998-06-04,9999-01-01
Yuichiro,Lores,490564,Engineer,1986-11-28,1991-12-07
Changho,Rullman,490572,Engineer,1986-01-19,1992-01-19
Changho,Rullman,490572,Senior Engineer,1992-01-19,9999-01-01
Martien,Guerreiro,490579,Senior Staff,1994-05-29,2001-03-07
Greger,Ghemri,490581,Senior Staff,1997-06-06,9999-01-01
Vishu,Lanteri,490582,Engineer,1985-05-19,1993-05-19
Vishu,Lanteri,490582,Senior Engineer,1993-05-19,9999-01-01
Janalee,VanScheik,490587,Engineer,1996-12-20,1997-04-07
Hairong,Acton,490588,Staff,1995-09-10,9999-01-01
Gadiel,Bugaenko,490594,Engineer,1985-04-01,1990-04-01
Gadiel,Bugaenko,490594,Senior Engineer,1990-04-01,9999-01-01
Kokou,Chinin,490611,Senior Staff,1993-01-16,9999-01-01
Kokou,Chinin,490611,Staff,1988-01-17,1993-01-16
Siddarth,Norsworthy,490614,Senior Staff,1996-06-04,9999-01-01
Siddarth,Norsworthy,490614,Staff,1987-06-05,1996-06-04
Taiji,Stifter,490616,Senior Staff,1991-09-04,9999-01-01
Changho,Lampe,490617,Senior Engineer,1986-09-30,9999-01-01
Flemming,Orsini,490619,Engineer,1996-08-20,9999-01-01
Sadok,Lenart,490630,Senior Staff,1998-05-25,9999-01-01
Sadok,Lenart,490630,Staff,1989-05-25,1998-05-25
JoAnna,Puoti,490640,Senior Staff,1987-08-13,9999-01-01
King,Angel,490641,Technique Leader,1998-09-05,2001-02-19
Subhada,Zongker,490643,Senior Staff,1995-01-26,9999-01-01
Subhada,Zongker,490643,Staff,1990-01-26,1995-01-26
Sanjeeva,Covnot,490650,Staff,1986-07-20,1988-01-06
Constantine,Gronowski,490652,Senior Staff,1996-12-21,9999-01-01
Constantine,Gronowski,490652,Staff,1987-12-22,1996-12-21
Patricio,Zwicker,490653,Engineer,1988-09-18,1995-09-19
Patricio,Zwicker,490653,Senior Engineer,1995-09-19,9999-01-01
Ramzi,Haddadi,490660,Senior Staff,1995-01-11,9999-01-01
Ramzi,Haddadi,490660,Staff,1988-01-11,1995-01-11
Margareta,Scharstein,490668,Engineer,1995-06-21,1998-05-25
Make,Menhoudj,490677,Engineer,1989-06-27,1994-06-27
Make,Menhoudj,490677,Senior Engineer,1994-06-27,1995-08-21
